Nome: PETROLINA;;;;;;;;;;;;;;;;;;;;;
Codigo Estacao: A307;;;;;;;;;;;;;;;;;;;;;
Latitude: -9.38833333;;;;;;;;;;;;;;;;;;;;;
Longitude: -40.52333332;;;;;;;;;;;;;;;;;;;;;
Altitude: 372.72;;;;;;;;;;;;;;;;;;;;;
Situacao: Pane;;;;;;;;;;;;;;;;;;;;;
Data Inicial: 2024-01-01;;;;;;;;;;;;;;;;;;;;;
Data Final: 2024-12-31;;;;;;;;;;;;;;;;;;;;;
Periodicidade da Medicao: Horaria;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA REDUZIDA NIVEL DO MAR, AUT(mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT)(mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT)(mB);RADIACAO GLOBAL(Kj/m²);TEMPERATURA DA CPU DA ESTACAO(°C);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT)(°C);TENSAO DA BATERIA DA ESTACAO(V);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);UMIDADE REL. MIN. NA HORA ANT. (AUT)(%);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA (gr)(° (gr));VENTO, RAJADA MAXIMA(m/s);VENTO, VELOCIDADE HORARIA(m/s)
09/01/2024;300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;1600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;2000;0;967,2;1008,3;967,5;967,2;null;37;34,3;15,6;35,6;34,3;16,4;15,1;12,7;34;30;33;95;6,1;2,4
09/01/2024;2100;0;966,8;1008;967,2;966,8;null;36;33,4;16,3;34,6;33,4;16,6;15,6;12,6;36;33;36;114;4,3;2,4
09/01/2024;2200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;2300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
10/01/2024;0;0;967,6;1009,1;967,6;967,3;null;32;31,2;17,6;31,9;31,2;17,7;17,2;12,4;45;42;44;105;2,9;1,3
10/01/2024;100;0;968,6;1010,3;968,6;967,6;null;32;30;19,4;31,5;30;19,4;17,5;12,4;53;44;53;132;9,9;5,3
10/01/2024;200;0;968,9;1010,8;968,9;968,6;null;31;28,7;20;30;28,7;20;19,4;12,4;59;53;59;122;8,8;3,4
10/01/2024;300;0;968,9;1011;968,9;968,8;null;31;27,7;20,1;28,7;27,7;20,2;19,8;12,4;63;59;63;137;10;5
10/01/2024;400;0;968,9;1011,1;968,9;968,7;null;30;27,1;20,7;27,7;27;20,7;20,2;12,4;68;63;68;142;9,2;4,3
10/01/2024;500;0;969,1;1011,3;969,2;968,9;null;29;26,7;20,6;27,1;26,7;20,7;20,5;12,4;69;68;69;131;8,9;3,9
10/01/2024;600;0;968,9;1011,2;969,1;968,8;null;29;26,5;20,4;26,7;26,4;20,6;20,3;12,4;69;69;69;134;8,1;3,2
10/01/2024;700;0;969,3;1011,7;969,3;968,9;null;28;25,8;20;26,5;25,8;20,4;20;12,4;71;69;70;144;7,6;4,3
10/01/2024;800;0;969,7;1012,1;969,7;969,3;null;28;25,5;19,8;25,8;25,4;20,1;19,7;12,3;71;70;71;149;7,2;3,5
10/01/2024;900;0;970,4;1012,9;970,4;969,7;null;27;25,4;19,9;25,5;25,3;20;19,8;12,3;72;71;72;141;6,5;2,9
10/01/2024;1000;0;970,9;1013,2;970,9;970,4;null;28;26,5;19,9;26,8;25,4;20,3;19,8;12,4;72;67;67;127;6,1;2,5
10/01/2024;1100;0;971;1013,2;971;970,9;null;29;27,7;20;27,7;26,3;20,3;19,8;12,8;68;63;63;150;6,2;3,7
10/01/2024;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
10/01/2024;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
10/01/2024;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
10/01/2024;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
10/01/2024;1600;0;969,3;1010,7;970,3;969,3;null;34;32,5;19,4;32,7;31;19,8;18,6;13,1;50;45;46;148;7,1;2,7
10/01/2024;1700;0;968,3;1009,6;969,3;968,3;null;35;33,1;18,6;33,7;32,1;19,8;18,4;13,1;46;42;42;109;7,4;2
10/01/2024;1800;0;967,3;1008,4;968,4;967,3;null;36;33,9;18,2;34,3;32,6;19,1;17,4;13,3;43;38;39;137;6,9;2,5
10/01/2024;1900;0;966,7;1007,8;967,4;966,7;null;36;34,2;18;34,4;33;18,4;17;12,9;41;37;38;128;6,1;3,2
10/01/2024;2000;0;966,4;1007,6;966,7;966,3;null;36;33,5;17,6;34,4;33,4;18,2;17,1;12,9;40;37;39;118;5,7;2,8
10/01/2024;2100;0;966,9;1008,2;966,9;966,4;null;36;32,8;18;33,8;32,8;18,1;17,2;12,5;42;38;42;101;5;2,5
10/01/2024;2200;0;967,1;1008,5;967,2;966,9;null;34;32,1;18,2;32,8;32,1;18,3;17,9;12,5;44;41;44;87;4,1;1,9
10/01/2024;2300;0;967,7;1009,2;967,7;967,1;null;33;31,8;18;32,1;31,8;18,3;18;12,5;44;43;44;85;3,5;1,9
11/01/2024;0;0;968,8;1010,4;968,8;967,7;null;33;31;18,9;31,8;31;18,9;18;12,5;49;44;49;112;8,2;3,6
11/01/2024;100;0;969,6;1011,7;969,6;968,8;null;32;27,8;21,4;31;27,8;21,4;19;12,4;68;49;68;90;11,4;4
11/01/2024;200;0;969,8;1011,9;969,9;969,6;null;30;27,6;21,6;27,8;27,6;21,7;21,3;12,4;70;68;70;103;8,2;3,5
11/01/2024;300;0;970;1012,2;970;969,7;null;30;27,5;21,2;27,6;27,4;21,8;21,2;12,4;71;69;69;113;7;3,6
11/01/2024;400;0;970,2;1012,4;970,2;969,8;null;30;27,3;21;27,6;27,3;21,2;20,9;12,4;69;67;69;101;9;4,8
11/01/2024;500;0;969,2;1011,4;970,2;969;null;29;26,9;21,2;27,3;26,9;21,2;20,9;12,4;71;69;71;151;9;2,7
11/01/2024;600;0;968,8;1011;969,2;968,6;null;29;26,6;21,1;26,9;26,6;21,3;21,1;12,4;72;71;72;131;6,5;3,3
11/01/2024;700;0;968,8;1011,2;968,8;968,6;null;28;25,3;20,4;26,6;25,3;21,2;20,4;12,3;74;72;74;152;8,7;4,2
11/01/2024;800;0;969,8;1012,3;969,8;968,8;null;27;24,8;20,2;25,3;24,8;20,4;20,2;12,3;76;74;76;129;8;3,9
11/01/2024;900;0;971;1013,6;971;969,8;null;27;24,8;20,8;25;24,7;20,8;20,2;12,3;78;76;78;123;7,7;3,6
11/01/2024;1000;0;971,6;1014,1;971,6;971;null;27;25,8;21,3;25,8;24,2;21,3;20,6;12,5;83;76;76;129;8,9;2,7
11/01/2024;1100;0;971,9;1014,3;971,9;971,6;null;28;26,1;20,6;26,6;25,2;21,2;20,4;12,8;76;70;72;131;7,5;4,8
11/01/2024;1200;0;972;1014,3;972,1;971,8;null;29;26,9;20,8;27,4;26,1;21;20,5;12,9;72;68;69;138;7,5;3,3
11/01/2024;1300;0;971,5;1013,5;972,1;971,5;null;30;28,8;20,6;29,4;26,9;21,4;20,5;13;69;61;61;137;8,9;3,9
11/01/2024;1400;0;970,6;1012,5;971,5;970,6;null;32;29,6;20,7;30,5;28,3;21,7;20,3;13,1;64;56;59;124;7,7;3,9
11/01/2024;1500;0;969,8;1011,5;970,6;969,8;null;33;30,5;20,7;31;29,2;21,6;20,4;13,1;60;56;56;124;8,5;4
11/01/2024;1600;0;968,8;1010,2;969,8;968,8;null;34;32,8;20,5;32,8;30,5;21,4;19,6;13;56;48;48;139;7,9;4,3
11/01/2024;1700;0;968;1009,2;968,8;968;null;34;33,5;19,4;33,6;31,4;20,3;19,1;13,1;51;43;43;128;8,2;4,1
11/01/2024;1800;0;967,2;1008,4;968;967,2;null;35;33,2;19;34,1;32,2;20,4;18,8;13,1;47;43;43;131;8,4;3,2
11/01/2024;1900;0;966,8;1008;967,2;966,8;null;35;33,2;19;33,8;32,3;19,6;18,2;12,9;45;42;43;98;7,2;3,4
11/01/2024;2000;0;966,5;1007,7;966,9;966,5;null;36;33,3;18,4;33,9;33,1;19,3;18,3;12,9;43;41;42;106;7,8;3,4
11/01/2024;2100;0;966,7;1008;966,7;966,5;null;35;32,4;18,9;33,3;32,4;19;18,3;12,5;45;42;45;113;7,3;2,8
11/01/2024;2200;0;967,2;1008,7;967,2;966,7;null;34;31,4;19;32,4;31,4;19;18,4;12,5;48;44;48;102;6,2;2,6
11/01/2024;2300;0;967,5;1009,1;967,5;967,2;null;33;30,8;19,1;31,4;30,7;19,2;19;12,5;50;48;50;91;4,6;2,4
12/01/2024;0;0;968,2;1009,9;968,2;967,5;null;32;29,9;19,4;30,8;29,9;19,4;19,1;12,5;54;50;54;104;4,6;1,8
12/01/2024;100;0;968,3;1010,1;968,3;968,2;null;31;29,4;19,7;29,9;29,3;19,9;19,4;12,5;57;53;56;116;3,6;2,1
12/01/2024;200;0;968,5;1010,5;968,6;968,2;null;31;28,4;19,7;29,5;28,4;19,7;19,5;12,4;59;55;59;114;6,5;2,7
12/01/2024;300;0;968,7;1010,8;968,7;968,5;null;30;27,4;20,8;28,4;27,4;20,8;19,7;12,4;67;59;67;106;8,1;3,1
12/01/2024;400;0;968,6;1010,9;968,7;968,6;null;29;26,4;20,6;27,4;26,4;20,8;20,5;12,4;70;67;70;112;7,5;3,3
12/01/2024;500;0;968,5;1010,9;968,6;968,4;null;28;25,4;19,9;26,4;25,4;20,7;19,9;12,4;73;70;72;115;7,1;3,5
12/01/2024;600;0;968,7;1011,2;968,7;968,5;null;27;24,8;19,6;25,4;24,8;19,9;19,5;12,4;73;71;73;117;7,3;2,9
12/01/2024;700;0;969,2;1011,8;969,2;968,7;null;27;24,5;19,3;24,8;24,5;19,6;19,3;12,4;73;72;73;125;7,5;3,8
12/01/2024;800;0;969,7;1012,4;969,7;969,2;null;27;24;19,4;24,6;24;19,4;19,3;12,3;75;73;75;121;7,5;3,8
12/01/2024;900;0;970,4;1013,1;970,4;969,7;null;26;24;19,3;24,1;23,9;19,4;19,3;12,3;76;75;75;107;6,8;2,9
12/01/2024;1000;0;971;1013,6;971;970,4;null;26;24,6;19,4;24,7;23,9;19,7;19,2;12,4;76;73;73;129;7,7;4,6
12/01/2024;1100;0;971,1;1013,4;971,1;970,9;null;27;26,5;19;26,5;24,2;19,5;18,6;12,8;73;64;64;119;8,1;4,2
12/01/2024;1200;0;971,3;1013,4;971,4;971,1;null;29;28,4;18,7;28,4;26,3;19,2;18,1;12,9;64;55;56;107;8,5;3,8
12/01/2024;1300;0;971,4;1013,4;971,5;971,2;null;30;28,9;17,8;29,6;27,9;18,5;17,6;12,8;56;50;51;113;8,4;4
12/01/2024;1400;0;970,8;1012,8;971,5;970,8;null;31;29,2;18;29,8;28,2;18,6;17,6;13;54;50;51;121;9,8;4,3
12/01/2024;1500;0;969,9;1011,6;970,8;969,9;null;32;30,7;18,4;30,8;29;18,8;17,7;13;52;48;48;149;9,8;3,9
12/01/2024;1600;0;968,7;1010,2;969,9;968,7;null;33;31,9;18,2;32,2;30,2;18,6;17,1;13,1;48;43;44;146;7,8;3,3
12/01/2024;1700;0;967,6;1009;968,7;967,6;null;34;32,4;17,1;32,6;30,7;18,2;17,1;13,1;46;40;40;154;7,6;2,9
12/01/2024;1800;0;966,7;1008;967,6;966,7;null;35;32,7;16,9;33,5;31,7;17,8;16,5;13,1;42;38;39;108;7,1;2,7
12/01/2024;1900;0;966,2;1007,5;966,7;966,2;null;35;32,4;16,7;33,7;32,3;17,4;16,2;12,9;40;37;39;158;6,3;2,3
12/01/2024;2000;0;966,3;1007,6;966,4;966,2;null;35;32,7;17;33,5;32;17,1;16,1;12,8;40;37;39;90;6,1;3,2
12/01/2024;2100;0;966,7;1008,1;966,7;966,3;null;34;32;16,1;32,8;32;16,7;16,1;12,5;39;38;38;96;6,6;2,6
12/01/2024;2200;0;967;1008,5;967;966,6;null;33;31,3;16,1;32;31,2;16,1;15,7;12,5;40;38;40;73;5,4;1,8
12/01/2024;2300;0;967,8;1009,4;967,8;967;null;32;30,7;16,4;31,3;30,7;16,7;16,1;12,5;43;40;42;66;3,5;1,7
13/01/2024;0;0;968,7;1010,5;968,7;967,8;null;32;29,6;17;30,7;29,6;17;16,4;12,5;47;42;47;24;3,4;1,3
13/01/2024;100;0;968,8;1010,7;968,8;968,4;null;31;29,1;16,8;29,6;29,1;17,3;16,8;12,4;48;47;48;84;3,1;1,4
13/01/2024;200;0;968,5;1010,5;968,8;968,5;null;30;28,1;17,6;29,1;27,4;17,7;16,8;12,4;55;48;53;26;2,8;1
13/01/2024;300;0;968,5;1010,7;968,6;968,5;null;29;26,9;17,2;28,1;26,4;19,7;17,2;12,4;66;53;55;148;3,4;1,2
13/01/2024;400;0;968,6;1010,7;968,7;968,4;null;28;27,2;15,5;27,5;26,7;17;15,3;12,4;55;47;49;127;5,5;3
13/01/2024;500;0;968,6;1011;968,7;968,5;null;28;25,7;16,4;27,3;25,7;16,4;15,4;12,4;57;49;57;127;7;3,6
13/01/2024;600;0;968,8;1011,3;968,9;968,6;null;27;24,9;17,4;25,7;24,8;17,4;16,4;12,4;63;57;63;124;7,8;3,6
13/01/2024;700;0;969,5;1012,1;969,5;968,8;null;27;24,5;18,3;24,9;24,5;18,3;17,4;12,3;68;63;68;129;7,5;2,7
13/01/2024;800;0;970,3;1013;970,4;969,5;null;26;23,8;18,4;24,5;23,7;18,4;18,2;12,3;72;68;72;105;6,3;2,7
13/01/2024;900;0;971,2;1014;971,2;970,3;null;26;23,5;18,5;23,9;23,5;18,5;18,4;12,3;74;71;73;120;7,4;3,4
13/01/2024;1000;0;971,7;1014,4;971,7;971,2;null;26;24;18,8;24,1;23,5;18,9;18,4;12,4;74;72;72;140;6,9;3,9
13/01/2024;1100;0;972,1;1014,6;972,2;971,7;null;27;25,6;18,8;25,9;24;19,1;18,5;12,8;73;65;66;124;6,7;3,2
13/01/2024;1200;0;972,4;1014,6;972,4;972,1;null;29;27,8;18,9;27,9;25,6;19,2;18,5;12,9;66;58;59;103;6,6;2,6
13/01/2024;1300;0;972;1013,8;972,4;972;null;31;30,4;19,2;30,4;27,7;19,6;18,4;13;59;51;51;101;6,3;2,5
13/01/2024;1400;0;971,3;1013;972;971,3;null;32;31,1;17,6;31,6;29,3;19;17,6;12,9;53;44;44;94;7,8;3,4
13/01/2024;1500;0;970,7;1012,3;971,3;970,7;null;34;31,9;17,9;32,7;30,1;18,7;17;13,1;48;41;43;132;7,1;2,8
13/01/2024;1600;0;969,9;1011,3;970,7;969,9;null;35;33;16,8;33,5;31,8;17,7;15,7;13;43;35;38;76;6,3;1,7
13/01/2024;1700;0;969;1010,2;969,9;969;null;36;33,8;15,9;34,9;31,7;16,9;14,7;13,3;41;32;34;80;5,5;2
13/01/2024;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13/01/2024;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13/01/2024;2000;0;967,6;1008,8;967,7;967,5;null;37;33,7;14;34,6;33,7;14,8;13,7;12,7;32;29;30;170;5,3;1,7
13/01/2024;2100;0;967,6;1008,9;967,7;967,5;null;36;32,9;13,7;34,1;32,9;14,5;13,6;12,6;33;29;31;107;4,8;1,4
13/01/2024;2200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13/01/2024;2300;0;968,3;1009,8;968,3;967,7;null;33;31,4;14,7;32,2;31,4;14,7;14,3;12,5;36;34;36;65;2,2;1
14/01/2024;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14/01/2024;100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14/01/2024;200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14/01/2024;300;0;970,6;1012,6;970,8;970,1;null;30;29;15,9;29,3;27,2;19,7;15,8;12,4;63;45;45;125;4,5;1,5
14/01/2024;400;0;970,7;1012,9;970,8;970,5;null;30;27,6;17,5;29,3;27,5;17,5;15,3;12,4;54;43;54;71;5,4;2,4
14/01/2024;500;0,2;971;1013,3;971;970,5;null;29;26,7;20,2;28,7;26,6;20,5;17,6;12,4;70;52;68;34;6,8;1,9
14/01/2024;600;0;971,5;1013,8;971,5;970,9;null;29;27,2;19,8;27,4;26,7;20,4;19,5;12,4;68;63;64;26;3,9;1,3
14/01/2024;700;0;971,8;1014,2;971,8;971,5;null;29;26,6;19,8;27,4;26,6;19,9;19,5;12,4;67;62;67;89;6,8;2,7
14/01/2024;800;0;972;1014,5;972,2;971,8;null;28;25,9;19,8;26,6;25,9;19,9;19,7;12,4;69;66;69;64;4,6;2,4
14/01/2024;900;0;972,5;1015;972,5;972;null;28;25,8;19,7;25,9;25,5;20;19,6;12,4;72;69;69;137;4,3;2,8
14/01/2024;1000;0;973,1;1015,5;973,1;972,5;null;28;26,7;19,6;26,7;25,8;19,8;19,2;12,4;69;64;65;142;5,7;2,9
14/01/2024;1100;0;973,4;1015,6;973,4;973,1;null;29;28,1;19,6;28,3;26,6;20;19,1;12,8;65;60;60;127;5,8;2,5
14/01/2024;1200;0;973,8;1015,9;973,9;973,4;null;31;29,3;20;29,9;27,7;20,4;19,4;13;62;56;58;97;5,5;2,6
14/01/2024;1300;0;973,7;1015,6;973,9;973,7;null;31;30,4;19,7;30,4;28,6;20,4;19,4;13;59;53;53;65;6,7;3,6
14/01/2024;1400;0;972,9;1014,5;973,7;972,9;null;33;32,2;18,9;32,5;30;20,1;17,9;12,9;53;43;46;94;6,4;3
14/01/2024;1500;0;972,3;1013,9;972,9;972,3;null;34;31,9;17,5;33,6;31,1;19,4;17,2;13;48;40;42;68;7,4;2,9
14/01/2024;1600;0;971,5;1012,9;972,3;971,5;null;36;33,2;18;34,4;31,8;18,5;17,1;13,2;43;37;41;142;6,3;3,3
14/01/2024;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14/01/2024;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14/01/2024;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14/01/2024;2000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14/01/2024;2100;0;968,6;1009,8;968,7;968,5;null;37;34,1;15,1;35;34,1;15,6;14,9;12,5;32;30;32;88;5,1;2,1
14/01/2024;2200;0;968,9;1010,1;968,9;968,5;null;36;33,7;14,9;34,1;33,7;15,1;14,9;12,6;33;32;32;68;4;1,6
14/01/2024;2300;0;969,3;1010,9;969,3;968,9;null;34;31,5;17,2;33,8;31,5;17,2;14,8;12,5;42;32;42;8;6;3,4
15/01/2024;0;0;971,3;1013,3;971,4;969,3;null;33;29,2;17,9;31,5;29,2;18,1;17,3;12,5;51;42;51;86;10,6;5,9
15/01/2024;100;0,8;972;1014,6;972;971,3;null;31;25,3;20,6;29,2;25,2;20,9;18;12,4;76;51;75;78;10,6;3,6
15/01/2024;200;0;972;1014,5;972,1;971,7;null;29;25,8;20,1;26,2;25,3;20,7;20;12,4;75;69;71;61;6,7;3,9
15/01/2024;300;0;971,6;1014,1;972;971,4;null;28;25,7;19;25,9;25,5;20;18,9;12,4;71;66;67;64;7,1;3,3
15/01/2024;400;0;971,5;1014;971,6;971,4;null;28;25,4;19,1;25,7;25,3;19,2;18,8;12,4;68;66;68;108;5,6;1,6
15/01/2024;500;0;971,2;1013,8;971,5;971,2;null;27;24,9;19,7;25,4;24,9;20,1;19,1;12,4;73;68;73;140;4,4;2,6
15/01/2024;600;0;971,6;1014,2;971,6;971,1;null;27;25;19,2;25;24,8;19,7;19;12,4;73;69;70;113;4,8;2,6
15/01/2024;700;0;971,5;1014,1;971,6;971,5;null;27;24,9;19,6;25;24,7;19,7;19;12,3;73;69;73;121;5,9;2,3
15/01/2024;800;0;972,1;1014,8;972,1;971,5;null;26;24,4;19,5;24,9;24,4;19,6;19,4;12,3;74;72;74;137;4,5;1,7
15/01/2024;900;0;972,8;1015,6;972,8;972,1;null;26;24,2;19,3;24,5;24,2;19,6;19,3;12,3;75;73;74;134;5,8;3,8
15/01/2024;1000;0;973,2;1015,8;973,2;972,8;null;27;25,6;19,5;25,6;24,1;19,6;19,2;12,4;75;69;69;124;6,6;3,4
15/01/2024;1100;0;973,7;1016,1;973,7;973,2;null;28;27,2;20,2;27,2;25,5;20,4;19,2;12,8;69;65;66;110;6,9;3,5
15/01/2024;1200;0;973,9;1016,1;974;973,7;null;29;28,2;20,4;28,6;27;20,9;20;12,9;67;62;62;114;6,9;2,6
15/01/2024;1300;0;973,7;1015,7;973,9;973,7;null;31;29,6;20,2;31,2;28,2;21,2;20;13;63;53;57;104;5,9;3,1
15/01/2024;1400;0;973,2;1015;973,7;973,2;null;32;31,2;20,2;31,6;29,4;21,3;19,8;13;59;51;52;126;7,6;3
15/01/2024;1500;0;972,6;1014,1;973,3;972,6;null;33;32,8;19,4;33,3;31,2;20,8;19;13;53;44;45;114;7,3;3,4
15/01/2024;1600;0;971,6;1013;972,6;971,6;null;35;33,6;18,9;34,3;31,9;19,7;18;13,1;47;40;42;125;7,4;2,6
15/01/2024;1700;0;970,6;1011,8;971,6;970,6;null;36;34,8;17,3;35,1;33,2;19,4;17,3;13,3;43;35;35;122;8,3;2,3
15/01/2024;1800;0;969,6;1010,7;970,6;969,6;null;37;35,3;15,6;35,6;34,2;18,7;15,6;13,3;38;31;31;119;6,9;3,3
15/01/2024;1900;0;968,8;1009,8;969,6;968,8;null;37;35,2;15,1;35,9;35,1;16,2;14,6;13,1;32;29;30;110;8,2;3,1
15/01/2024;2000;0;969;1010,1;969;968,8;null;37;34,9;15,5;35,7;34,8;16,2;15,2;12,9;33;30;32;90;7,3;3,2
15/01/2024;2100;0;968,9;1010,1;969;968,7;null;37;33,8;15,7;34,9;33,8;15,9;15,4;12,7;34;32;34;112;6,4;3,2
15/01/2024;2200;0;969,4;1010,8;969,4;968,8;null;35;32,9;16,6;33,8;32,9;16,6;15,4;12,5;38;33;38;73;6,3;1,9
15/01/2024;2300;0;970,4;1012,1;970,4;969,4;null;34;30,9;17,3;32,9;30,9;17,3;16,6;12,5;44;38;44;124;9,4;3,3
16/01/2024;0;0;970,9;1012,7;970,9;970,4;null;33;30;16,4;30,9;30;17,6;16,4;12,5;45;43;44;138;6,9;2,7
16/01/2024;100;0;971,1;1013;971,2;970,8;null;32;29,8;17,1;30,1;29,8;17,1;16,2;12,5;47;43;47;119;4,7;2,3
16/01/2024;200;0;971;1012,9;971,2;971;null;31;29,3;17,6;29,9;29,3;17,6;17,1;12,4;49;47;49;134;5,3;2,6
16/01/2024;300;0;971,2;1013,3;971,3;971;null;31;28;18,3;29,3;28;18,3;17,6;12,4;56;49;56;129;7,2;3,5
16/01/2024;400;0;971,2;1013,4;971,3;971,1;null;30;27,5;19,4;28;27,5;19,4;18,4;12,4;61;56;61;122;7,2;3,3
16/01/2024;500;0;970,9;1013,2;971,2;970,8;null;29;27,1;20,1;27,6;27;20,1;19,5;12,4;66;61;66;125;7,9;4,3
16/01/2024;600;0;971;1013,4;971,1;970,8;null;29;26,3;20,2;27,1;26,3;20,3;20;12,4;70;66;70;119;8,7;3,6
16/01/2024;700;0;971,3;1013,8;971,3;971;null;28;25,5;20,1;26,3;25,5;20,3;20,1;12,4;72;70;72;101;7,3;3,3
16/01/2024;800;0;971,7;1014,3;971,7;971,3;null;27;24,9;20,1;25,5;24,9;20,1;20;12,3;75;72;75;119;8;3,9
16/01/2024;900;0;972,3;1015;972,3;971,7;null;27;24,7;19,9;24,9;24,7;20,1;19,8;12,3;75;74;74;117;7,7;3,9
16/01/2024;1000;0;972,8;1015,4;972,8;972,3;null;27;25,4;19,8;25,4;24,7;20;19,8;12,3;75;71;71;117;7,3;3,2
16/01/2024;1100;0;973,4;1016;973,4;972,8;null;27;25,8;19,7;25,9;25,3;20;19,6;12,4;72;69;69;122;7,3;3,6
16/01/2024;1200;0;973,4;1015,7;973,5;973,4;null;28;27,4;19,4;27,4;25,8;19,8;19,2;12,8;69;62;62;109;7,1;3
16/01/2024;1300;0;973,3;1015,5;973,5;973,3;null;29;28,5;19,1;28,5;27,3;19,6;18,8;12,9;62;56;57;128;7,2;4
16/01/2024;1400;0;972,5;1014,3;973,3;972,5;null;31;30,8;19;31,6;28,4;19,4;17,9;13,1;57;46;49;117;7,8;3,8
16/01/2024;1500;0;971,9;1013,5;972,5;971,9;null;33;32,1;17,7;33,7;30,5;19,6;17,7;13,1;49;41;43;126;7,6;3,4
16/01/2024;1600;0;970,9;1012,2;972;970,9;null;34;34;17,9;34;31,3;18,9;17,2;13;45;38;39;112;7,2;3,7
16/01/2024;1700;0;969,9;1011,1;970,9;969,9;null;36;34,5;16,9;34,9;32,7;17,7;16,3;13,1;39;35;35;128;8,3;3,9
16/01/2024;1800;0;968,7;1009,8;969,9;968,7;null;36;34,9;16,2;35,3;33,2;17,4;15,9;13,3;37;32;33;124;8,3;3,5
16/01/2024;1900;0;968;1009;968,7;967,9;null;37;35,2;16,9;35,4;34,1;16,9;15,7;13,1;35;32;34;114;7,1;2,5
16/01/2024;2000;0;968;1009,1;968,1;967,9;null;37;34,5;15,8;35,3;34,2;17;15,8;12,9;34;32;33;110;6,6;3,8
16/01/2024;2100;0;968,2;1009,4;968,2;967,8;null;36;33,7;15,8;34,7;33,7;16,1;15,5;12,5;35;32;34;92;6,4;2,4
